Phrase ID	Level	Clue (Question)	Phrase (Answer)
FPH514077	577	Klassische Musik	Klaviersonate
FPH514078	578	Tier	Koalabär
FPH514079	579	Reality-Show	Ich bin ein Star – Die große Dschungelshow
FPH514080	580	Rockband	Blind Guardian
FPH514081	581	Abendessen	Fischstäbchen
FPH514082	582	Schauspielerin	Sigourney Weaver
FPH514083	583	Wassertier	Zitteraal
FPH514084	584	Technologie	Smartphone
FPH514085	585	Fahrzeug	Volkswagen Atlas Cross Sport
FPH514086	586	Vorspeise	Bierrettich
FPH514087	587	Süssigkeit	Butterfinger
FPH514088	588	Dessert	Zimtsterne
FPH514089	589	Videospiel	Candy Crush
FPH514090	590	Möbel	Bürostuhl
FPH514091	591	Haustier	Boston Terrier
FPH514092	592	Vogel	Geier
FPH514093	593	Disney Charaktere	Jafar und Jago
FPH514094	594	Wahrzeichen	Leaning Tower of Pisa
FPH514095	595	Disney-Film	Oliver und Company
FPH514096	596	Technologie	Hochauflösendes Fernsehen
