Phrase ID	Level	Clue (Question)	Phrase (Answer)
FPH218029	129	Chanson Disney	Part of Your World
FPH218030	130	Film d'action	Part de ton monde
FPH218031	131	Film Disney	La Belle et la Bête
FPH218032	132	Jeu vidéo	Minecraft
FPH218033	133	Véhicule	Renault Twingo
FPH218034	134	Bonbons	Sour Patch Kids
FPH218035	135	Boire	Lait au chocolat
FPH218036	136	Animal de compagnie	Lapin
FPH218037	137	Artiste hip-hop	Eminem
FPH218038	138	Acteur masculin	Arnold Schwarzenegger
FPH218039	139	Personnages Disney	Aladdin et Jasmine
FPH218040	140	Gouvernement	Léon Blum
FPH218041	141	Ville française	Amiens
FPH218042	142	Film d'action	Underworld
FPH218043	143	Animal de compagnie	Jack Russell Terrier
FPH218044	144	Apéritif	Consommé
FPH218045	145	Joueur de basketball	Shaquille O'Neal
FPH218046	146	Animal exotique	Boa constrictor
FPH218047	147	Marque technologique	Youtube
FPH218048	148	Chanson Disney	De rien
FPH218049	149	Acteur masculin	Clint Eastwood
FPH218050	150	Film d'action	The Fifth Element
FPH218051	151	Émission de télévision	The Walking Dead
FPH218052	152	De campagne	Nouvelle Zélande
FPH218053	153	Événement	La Fête de la Musique
FPH218054	154	Film Disney	High School Musical
FPH218055	155	Marque de café	Nescafé
FPH218056	156	Film d'action	Total Recall
FPH218057	157	Dîner	Steak Tartare
FPH218058	158	Groupe de rock	The Rolling Stones
FPH218059	159	Acteur masculin	Adam Sandler
FPH218060	160	Film d'action	Men in Black
FPH218061	161	Petit déjeuner	Pain Perdu
FPH218062	162	Animal de l'océan	Oursin
FPH218063	163	Marque technologique	Instagram
FPH218064	164	Artiste pop	OBOY
FPH218065	165	Animal de compagnie	Malamute d'Alaska
FPH218066	166	Gouvernement	François Mitterrand
FPH218067	167	Acteur masculin	Daniel Radcliffe
FPH218068	168	Télé réalité	Top Gear
FPH218069	169	La comédie	Les Simpson
FPH218070	170	Oiseau	Cygne trompette
FPH218071	171	Film d'action	Kill Bill
FPH218072	172	De campagne	Singapour
FPH218073	173	Boire	Gin-tonic
FPH218074	174	Artiste pop	Shouse
FPH218075	175	Chanson Disney	Peux-tu sentir l'amour ce soir
FPH218076	176	Acteur masculin	Tom Cruise
FPH218077	177	Livre	Hansel et Gretel
FPH218078	178	Véhicule	Honda Civic
FPH218079	179	Ville française	Arles
FPH218080	180	La comédie	Maman J'ai Raté L'Avion
FPH218081	181	Dîner	Beef Bourguignon
FPH218082	182	Actrice	Emma Stone
FPH218083	183	Animal de l'océan	Grand requin blanc
FPH218084	184	Continent	Amérique du Nord
FPH218085	185	Événement	Festival des lumières
FPH218086	186	Apéritif	Soupe et salade
FPH218087	187	Film d'action	Van Helsing
FPH218088	188	Groupe de rock	Led Zeppelin
FPH218089	189	Jeu vidéo	Grand Theft Auto
FPH218090	190	Artiste pop	Måneskin
FPH218091	191	Animal de compagnie	Cocker Spaniel
FPH218092	192	Oiseau	Flamant
FPH218093	193	Personnage de Disney	Jack Skellington
FPH218094	194	Actrice	Catherine Deneuve
FPH218095	195	Film Disney	Cendrillon
FPH218096	196	Groupe de rock	The Beatles
FPH218097	197	Activité de plein air	Escalade
FPH218098	198	Animal exotique	Bernard l'ermite
FPH218099	199	Dîner	Bifteck de faux-filet
FPH218100	200	Marque de café	Malongo
FPH218101	201	De campagne	États Unis
FPH218102	202	Aliments	Barre granola
FPH218103	203	Vêtements	Veste de cuir
FPH218104	204	Artiste pop	Skrillex
FPH218105	205	Chanson Disney	Couleurs du vent
FPH218106	206	Acteur masculin	Bruce Willis
FPH218107	207	Ville française	Avignon
FPH218108	208	Marque célèbre	Nestle
FPH218109	209	Animal de compagnie	Chihuahua
FPH218110	210	Petit déjeuner	Des céréales et du lait
FPH218111	211	Film Disney	Peter Pan
FPH218112	212	Continent	Afrique
FPH218113	213	Animal	Loup arctique
FPH218114	214	Dessert	Crème glacée
FPH218115	215	La comédie	Gueule de Bois
FPH218116	216	De campagne	Corée du Sud
FPH218117	217	Dîner	Bouillabaisse
FPH218118	218	Animal de l'océan	Requin tigre
FPH218119	219	Vêtements	Jeans
FPH218120	220	Marque de café	Café Royal
FPH218121	221	Actrice	Marion Cotillard
FPH218122	222	Véhicule	Fiat Panda
FPH218123	223	Chanson Disney	Un Monde Entièrement Nouveau
FPH218124	224	Groupe de rock	Guns N Roses
FPH218125	225	Animal	Pygargue à tête blanche
FPH218126	226	Petit déjeuner	Chouquette
FPH218127	227	Animal de compagnie	Poisson rouge
FPH218128	228	Boire	Du jus d'orange
FPH218129	229	De campagne	Suisse
FPH218130	230	Animal de l'océan	Méduse
FPH218131	231	Bonbons	Skittles
FPH218132	232	Dîner	Terrine
FPH218133	233	Marque célèbre	Twitter
FPH218134	234	Animal	Tigre du Bengale
FPH218135	235	Film Disney	La Petite Sirène
FPH218136	236	Continent	Australie
FPH218137	237	Vêtements	Bottes d'hiver
FPH218138	238	Ville française	Biarritz
FPH218139	239	Marque de café	Folgers
FPH218140	240	Artiste country	Shania Twain
FPH218141	241	Film d'action	Resident Evil
FPH218142	242	Dîner	Coq au vin
FPH218143	243	Animal de compagnie	Dobermann Pinscher
FPH218144	244	Groupe de rock	Aérosmith
FPH218145	245	Animal	Serpent à sonnette
FPH218146	246	De campagne	Irlande
FPH218147	247	Marque célèbre	Toshiba
FPH218148	248	Dessert	Macarons
FPH218149	249	Activité de plein air	Camping
FPH218150	250	Insecte	Tarentule
FPH218151	251	Vêtements	Maillot de bain
FPH218152	252	Actrice	Emma Watson
FPH218153	253	Chanson Disney	Laisser aller
FPH218154	254	Dîner	Ragoût de légumes
FPH218155	255	Animal de compagnie	Tortue
FPH218156	256	Bonbons	Reese's Peanut Butter Cups
FPH218157	257	Animal	Hippopotame
FPH218158	258	Acteur masculin	Brad Pitt
FPH218159	259	Émission de télévision	Breaking Bad
FPH218160	260	Gouvernement	Alain Juppé
FPH218161	261	Véhicule	Renault Mégane
FPH218162	262	Groupe de rock	Black Sabbath
FPH218163	263	Insecte	Abeille
FPH218164	264	Aliments	Tapenade
FPH218165	265	De campagne	Pays-Bas
FPH218166	266	Boire	Limonade
FPH218167	267	Artiste country	Johnny Cash
FPH218168	268	La comédie	Nos jours heureux
FPH218169	269	Animal	Léopard des neiges
FPH218170	270	Acteur masculin	Orlando Bloom
FPH218171	271	Dessert	Mousse au Chocolat
FPH218172	272	Actrice	Lea Seydoux
FPH218173	273	Continent	Amérique du Sud
FPH218174	274	Groupe de rock	Red Hot Chili Peppers
FPH218175	275	Vêtements	Veste jaune
FPH218176	276	Émission de télévision	Stranger Things
FPH218177	277	Boire	Bloody Mary
FPH218178	278	Gouvernement	Jacques Chirac
FPH218179	279	Film Disney	Artemis Fowl
FPH218180	280	Ville française	Marseille
FPH218181	281	Acteur masculin	Alain Delon
FPH218182	282	Vêtements	Des sandales
FPH218183	283	Animal	Crocodile
FPH218184	284	Activité de plein air	Monter à cheval
FPH218185	285	De campagne	Russie
FPH218186	286	Émission de télévision	The Handmaid's Tale
FPH218187	287	Dessert	Cheesecake
FPH218188	288	Animal de compagnie	Border Collie
FPH218189	289	Marque de café	Carte Noire
FPH218190	290	Insecte	Mante Religieuse
FPH218191	291	Groupe de rock	Iron Maiden
FPH218192	292	Artiste pop	Rauw Alejandro
FPH218193	293	Continent	Asie
FPH218194	294	Boire	Chocolat chaud
FPH218195	295	Oiseau	Faucon pèlerin
FPH218196	296	Film d'action	Brotherhood of the Wolf
FPH218197	297	Gouvernement	Dominique de Villepin
FPH218198	298	Animal	Porc-épic
FPH218199	299	Activité de plein air	Chasse et pêche
FPH218200	300	Chanson Disney	L'amour est une porte ouverte
FPH218201	301	Émission de télévision	Peaky Blinders
FPH218202	302	De campagne	Israël
FPH218203	303	Film d'action	Alien
FPH218204	304	La comédie	Bienvenu chez les Ch’tis
FPH218205	305	Film Disney	La Belle au bois dormant
FPH218206	306	Petit déjeuner	Quiche au Fromage
FPH218207	307	Dessert	Parfait
FPH218208	308	Activité de plein air	Faire de la planche à roulettes
FPH218209	309	Artiste pop	Trinidad Cardona
FPH218210	310	Marque de café	Grand'Mere Familial
FPH218211	311	Vêtements	Trench Coat
FPH218212	312	Véhicule	Chrysler Voyager
FPH218213	313	Boire	Thé au lait
FPH218214	314	Gouvernement	François Hollande
FPH218215	315	Chanson Disney	Cercle de la vie
FPH218216	316	Joueur de basketball	Kevin Durant
FPH218217	317	Insecte	Sauterelle
FPH218218	318	Personnage fictif	Luke Skywalker
FPH218219	319	Acteur masculin	Edward Norton
FPH218220	320	Dîner	Pizza au pepperoni
FPH218221	321	Anatomie	Système cardiovasculaire
FPH218222	322	Groupe de rock	Imagine Dragons
FPH218223	323	Émission de télévision	Death in Paradise
FPH218224	324	Jeu vidéo	League of Legends
FPH218225	325	La comédie	Babysitting
FPH218226	326	Dessert	Tarte aux pommes
FPH218227	327	De campagne	Afghanistan
FPH218228	328	Film d'action	L'Arme fatale
FPH218229	329	Petit déjeuner	Flamiche
FPH218230	330	Actrice	Helena Bonham Carter
FPH218231	331	Animal de compagnie	Cochon d'Inde
FPH218232	332	Télé réalité	Victoria's Secret Fashion Show
FPH218233	333	Film d'horreur	Poltergeist
FPH218234	334	Animal de l'océan	Calmar géant
FPH218235	335	Continent	Antarctique
FPH218236	336	Artiste pop	Darina Victry
FPH218237	337	Personnage fictif	Optimus Prime
FPH218238	338	Oiseau	Hibou grand duc
FPH218239	339	Magasin de détail	E. Leclerc
FPH218240	340	Planète	Neptune
FPH218241	341	Oiseau	Cardinal
FPH218242	342	Film Disney	Monsters Inc
FPH218243	343	De campagne	République dominicaine
FPH218244	344	Animal	Chimpanzé
FPH218245	345	Légume	Chou-fleur
FPH218246	346	Plante	Saule pleureur
FPH218247	347	Groupe de métal	Metallica
FPH218248	348	Émission de télévision	Buffy, tueuse de vampires
FPH218249	349	Joueur de basketball	Stephen Curry
FPH218250	350	La comédie	La vérité si je mens
FPH218251	351	Dessert	Millefeuilles
FPH218252	352	Ville française	Lyon
FPH218253	353	Boire	Thé noir
FPH218254	354	Personnage de Disney	Capitaine Hook
FPH218255	355	Fruit	fraise
FPH218256	356	Vêtements	Veste Letterman
FPH218257	357	Actrice	Meryl Streep
FPH218258	358	Magasin de détail	Levi Strauss
FPH218259	359	Émission de télévision	Borgia
FPH218260	360	Dessert	Éclair
FPH218261	361	Film Disney	Mary Poppins
FPH218262	362	Animal de compagnie	Yorkshire Terrier
FPH218263	363	Film d'horreur	Le Projet Blair Witch
FPH218264	364	Acteur masculin	Harrison Ford
FPH218265	365	De campagne	Allemagne
FPH218266	366	Animal	Kangourou
FPH218267	367	Personnage fictif	Harry Potter
FPH218268	368	Dîner	Confit de Canard
FPH218269	369	Film d'action	Starship Troopers
FPH218270	370	La comédie	Curb Your Enthusiasm
FPH218271	371	Activité de plein air	Beach Volley
FPH218272	372	Jeu vidéo	Angry Birds
FPH218273	373	Gouvernement	Aristide Briand
FPH218274	374	Télé réalité	Mythbusters
FPH218275	375	Animal de l'océan	Hippocampe
FPH218276	376	Joueur de basketball	Russell Westbrook
FPH218277	377	Chanson Disney	Pauvres âmes malheureuses
FPH218278	378	Artiste pop	Louane
FPH218279	379	Anatomie	Sternum
FPH218280	380	Groupe de rock	Pink Floyd
FPH218281	381	Artiste country	Patsy Cline
FPH218282	382	Petit déjeuner	Bagel et fromage à la crème
FPH218283	383	De campagne	Royaume Uni
FPH218284	384	Dessert	Biscuit au beurre de cacahuète
FPH218285	385	La comédie	Seinfeld
FPH218286	386	Film Disney	Le Monde de Nemo
FPH218287	387	Actrice	Melanie Laurent
FPH218288	388	Oiseau	Pivert
FPH218289	389	Acteur masculin	Jean Dujardin
FPH218290	390	Boire	Jus de raisin
FPH218291	391	Émission de télévision	Marianne
FPH218292	392	Film d'action	Professional
FPH218293	393	Personnage fictif	Edward aux mains d'argent
FPH218294	394	Animal	Tamia
FPH218295	395	Vêtements	Robe de cocktail
FPH218296	396	De campagne	Indonésie
FPH218297	397	Télé réalité	The Great British Bake Off
FPH218298	398	Véhicule	Renault Zoe
FPH218299	399	Artiste pop	Adele
FPH218300	400	Dîner	Poulet teriyaki
FPH218301	401	Planète	Mercure
FPH218302	402	Émission de télévision	The Missing
FPH218303	403	Ville française	Toulouse
FPH218304	404	La comédie	Le Grand Bain
FPH218305	405	Groupe de métal	Pantera
FPH218306	406	Chanson Disney	Juste autour de la Riverbend
FPH218307	407	Animal de compagnie	Grand danois
FPH218308	408	Fast food	McDonald's
FPH218309	409	Animal	Dragon de Komodo
FPH218310	410	Actrice	Sophie Marceau
FPH218311	411	Artiste hip-hop	Tupac Shakur
FPH218312	412	Petit déjeuner	Toast à l'avocat
FPH218313	413	Activité de plein air	Frisbee ultime
FPH218314	414	Film Disney	Raiponce
FPH218315	415	De campagne	la Belgique
FPH218316	416	Musique classique	Wolfgang Amadeus Mozart
FPH218317	417	Jeu vidéo	Street Fighter
FPH218318	418	Bonbons	Taffy d'eau salée
FPH218319	419	Acteur masculin	George Clooney
FPH218320	420	Boire	Margarita
FPH218321	421	Gouvernement	Nicolas Sarkozy
FPH218322	422	Magasin de détail	Carrefour
FPH218323	423	Repère	le pont du Golden Gate
FPH218324	424	Personnage fictif	Katniss Everdeen
FPH218325	425	Artiste country	George Strait
FPH218326	426	Animal	l'éléphant
FPH218327	427	Dessert	Crème brûlée
FPH218328	428	Film d'action	Leon: The Professional
FPH218329	429	Artiste pop	Jennifer Lopez
FPH218330	430	Émission de télévision	New York - Police judiciaire
FPH218331	431	Anatomie	Articulations et tendons
FPH218332	432	Télé réalité	Top Chef
FPH218333	433	Plante	Arbre à feuilles persistantes
FPH218334	434	Dîner	Chaudrée de palourdes
FPH218335	435	De campagne	Madagascar
FPH218336	436	Film Disney	Pirates des Caraïbes
FPH218337	437	Oiseau	Mouette
FPH218338	438	Groupe de rock	Panic at the Disco
FPH218339	439	La comédie	Austin Powers
FPH218340	440	Aliments	Rémoulade
FPH218341	441	Actrice	Eva Green
FPH218342	442	Magasin de détail	Gucci
FPH218343	443	Film d'horreur	The Grudge
FPH218344	444	Animal de l'océan	Poulpe
FPH218345	445	Vêtements	Un peignoir
FPH218346	446	Artiste pop	Janet Jackson
FPH218347	447	Boire	Latte à la citrouille et aux épices
FPH218348	448	Personnage fictif	Kermit la grenouille
FPH218349	449	Véhicule	Dacia Duster
FPH218350	450	Fast food	Burger King
FPH218351	451	Musique classique	Moonlight Sonata
FPH218352	452	Émission de télévision	Call My Agent
FPH218353	453	De campagne	Brésil
FPH218354	454	Personnage de Disney	Rapunzel
FPH218355	455	Jeu vidéo	Final Fantasy
FPH218356	456	Animal de compagnie	Poméranien
FPH218357	457	Planète	Terre
FPH218358	458	Bonbons	Ours gommeux
FPH218359	459	Ville française	Nice
FPH218360	460	Auto	Tesla Model X
FPH218361	461	Anatomie	Pancreas
FPH218362	462	Occupation	Astronaute
FPH218363	463	Dessert	Soufflé
FPH218364	464	Repère	Opéra de Sydney
FPH218365	465	Magasin de détail	Les Mousquetaires
FPH218366	466	Musique classique	Johann Sebastian Bach
FPH218367	467	Film d'action	Minority Report
FPH218368	468	Activité de plein air	L'observation des baleines
FPH218369	469	De campagne	Le Salvador
FPH218370	470	Dîner	Steak Frites
FPH218371	471	Acteur masculin	Sylvester Stallone
FPH218372	472	Boire	Thé vert
FPH218373	473	Émission de télévision	Crossing Lines
FPH218374	474	Marque de café	Maison Du Café
FPH218375	475	Insecte	Chenille
FPH218376	476	Film Disney	Kuzco, l'empereur mégalo
FPH218377	477	Film d'horreur	Invisible Man
FPH218378	478	La comédie	I Feel Good
FPH218379	479	Fruit	Pastèque
FPH218380	480	Fast food	Subway
FPH218381	481	Plante	Rose rouge
FPH218382	482	Dessert	Cookie aux pépites de chocolat
FPH218383	483	Personnage fictif	Fred Flintstone
FPH218384	484	Animal de compagnie	Python boule
FPH218385	485	De campagne	Cambodge
FPH218386	486	Groupe de métal	Slayer
FPH218387	487	Petit déjeuner	Cheerios
FPH218388	488	Artiste pop	Mariah Carey
FPH218389	489	Actrice	Charlotte Gainsbourg
FPH218390	490	Vêtements	Sweatshirt
FPH218391	491	Magasin de détail	Le Bon Marché Rive Gauche
FPH218392	492	Jeu vidéo	Counterstrike
FPH218393	493	Émission de télévision	The Twilight Zone
FPH218394	494	Boire	Panaché
FPH218395	495	Continent	L'Europe
FPH218396	496	Véhicule	Renault Megane
FPH218397	497	Film Disney	Complètement Dingo
FPH218398	498	Film d'action	Opération dragon
FPH218399	499	Dîner	Poulet et brocoli
FPH218400	500	De campagne	Canada
FPH514001	501	Vacance	Halloween
FPH514002	502	Marque de café	Nespresso
FPH514003	503	Animal de compagnie	Dalmatien
FPH514004	504	Artiste pop	Alicia Keys
FPH514005	505	Acteur masculin	Jean-Paul Belmondo
FPH514006	506	Ville française	Nantes
FPH514007	507	Aliments	Spaghetti et boulettes de viande
FPH514008	508	Émission de télévision	Versailles
FPH514009	509	Film Disney	Les Aristochats
FPH514010	510	Dîner	Burrito au boeuf
FPH514011	511	Dessin animé	Tom et Jerry
FPH514012	512	La technologie	Clavier et souris
FPH514013	513	Auto	Volkswagen
FPH514014	514	Petit déjeuner	Apple Jacks
FPH514015	515	Artiste pop	Bruno Mars
FPH514016	516	Repère	Liberty Bell
FPH514017	517	Un meuble	Canapé en cuir
FPH514018	518	Musique classique	Pour Élise
FPH514019	519	Animal	Black Mamba
FPH514020	520	Personnage de Disney	Maleficent
FPH514021	521	Aliments	Sauce Tartare
FPH514022	522	Artiste pop	Clara Luciani
FPH514023	523	Télé réalité	Nailed It! France
FPH514024	524	Jeu vidéo	Pac Man
FPH514025	525	Animal aquatique	Baleine à bosse
FPH514026	526	Artiste pop	David Bowie
FPH514027	527	Événement	Festival d’Avignon
FPH514028	528	Jeu vidéo	Tetris
FPH514029	529	Bonbons	Bonbons à la gelée
FPH514030	530	Film d'action	Avengers
FPH514031	531	Film Disney	Lilo et Stitch
FPH514032	532	Anatomie	Coeur et artères
FPH514033	533	La comédie	Première vacances
FPH514034	534	Occupation	Psychiatre
FPH514035	535	Émission de télévision	Devils
FPH514036	536	Animal de compagnie	Rottweiler
FPH514037	537	Artiste hip-hop	Snoop Dogg
FPH514038	538	Acteur masculin	Heath Ledger
FPH514039	539	Personnages Disney	Esmeralda et Quasimodo
FPH514040	540	Gouvernement	Édith Cresson
FPH514041	541	Magasin de détail	Tape à l'Oeil
FPH514042	542	Bonbons	Swedish Fish
FPH514043	543	Un meuble	Table et chaises
FPH514044	544	Apéritif	Soupe à l’oignon
FPH514045	545	Repère	Easter Island Têtes
FPH514046	546	Musique classique	Ludwig van Beethoven
FPH514047	547	La technologie	Feuilles Google
FPH514048	548	Chanson Disney	Ami comme moi
FPH514049	549	Acteur masculin	Liam Neeson
FPH514050	550	Fast food	Taco Bell
FPH514051	551	Émission de télévision	Leonardo
FPH514052	552	Dessert	Bûche de Noël
FPH514053	553	Plante	Bambou
FPH514054	554	Film Disney	Le Bossu de Notre-Dame
FPH514055	555	Ville française	Strasbourg
FPH514056	556	Auto	Volkswagen Jetta
FPH514057	557	Dîner	Sauté de poulet
FPH514058	558	Oiseau	Oiseau bleu
FPH514059	559	Animal	Caméléon
FPH514060	560	Un meuble	Table basse
FPH514061	561	Petit déjeuner	Petit déjeuner burrito
FPH514062	562	Animal aquatique	Requin taureau
FPH514063	563	La technologie	Nintendo Switch
FPH514064	564	Artiste pop	Shakira
FPH514065	565	De campagne	République Tchèque
FPH514066	566	Gouvernement	Valery Giscard d’Estaing
FPH514067	567	Insecte	Mille Pattes
FPH514068	568	Télé réalité	Signé Chanel
FPH514069	569	Véhicule	Opel Corsa
FPH514070	570	Oiseau	Machaon
FPH514071	571	Bonbons	Hershey's Kisses
FPH514072	572	Un meuble	Vitrine
FPH514073	573	Repère	La cathédrale Saint-Basile
FPH514074	574	Artiste pop	Frank Sinatra
FPH514075	575	Chanson Disney	J'ai hâte d'être roi
FPH514076	576	Personnage fictif	Peter Griffin
FPH514077	577	Musique classique	Sonate pour piano
FPH514078	578	Animal	Koala
FPH514079	579	Télé réalité	Occupation Double
FPH514080	580	Ville française	Montpellier
FPH514081	581	Dîner	Meunière
FPH514082	582	Actrice	Brigitte Bardot
FPH514083	583	Animal aquatique	Anguille électrique
FPH514084	584	La technologie	Téléphone intelligent
FPH514085	585	Auto	Chevrolet Equinox
FPH514086	586	Apéritif	Escargot
FPH514087	587	Bonbons	Butterfinger
FPH514088	588	Dessert	Biscuits et crème
FPH514089	589	Jeu vidéo	Candy Crush
FPH514090	590	Un meuble	Chaise de bureau
FPH514091	591	Animal de compagnie	Boston Terrier
FPH514092	592	Oiseau	Vautour
FPH514093	593	Personnages Disney	Jafar et Iago
FPH514094	594	Repère	La tour penchée de Pise
FPH514095	595	Film Disney	Oliver et Compagnie
FPH514096	596	La technologie	Télévision haute définition
FPH514097	597	Plante	Lavande
FPH514098	598	Animal aquatique	Requin Mako
FPH514099	599	Dîner	Magret de Canard
FPH514100	600	Romance	Le Grand Cahier
FPH514101	601	Vacance	Fête du Travail
FPH514102	602	Le déjeuner	Sandwich à la gelée de beurre d'arachide
FPH514103	603	Animal de compagnie	Chat Scottish Fold
FPH514104	604	Artiste pop	Stéphane
FPH514105	605	Animal	Guépard
FPH514106	606	Gouvernement	Michel Rocard
FPH514107	607	Dessert	Profiteroles
FPH514108	608	Émission de télévision	Le Bureau des Légendes
FPH514109	609	Film Disney	Rox et Rouky
FPH514110	610	Dîner	Entrecôte
FPH514111	611	Dessin animé	Les aventures de Tintin
FPH514112	612	Activité de plein air	Cerf volant
FPH514113	613	Groupe de rock	Mass Hysteria
FPH514114	614	Petit déjeuner	Porte bonheurs
FPH514115	615	Boire	Lait Fraise
FPH514116	616	Vêtements	Casquette de baseball
FPH514117	617	Occupation	Neuroscientifique
FPH514118	618	Repère	Pyramide du Soleil
