Phrase ID	Level	Clue (Question)	Phrase (Answer)
FPH218118	218	Animal del océano	tiburón tigre
FPH218119	219	Ropa	Vaqueros
FPH218120	220	Telenovela	Missing
FPH218121	221	Actor femenino	Penélope Cruz
FPH218122	222	Vehículo	Nissan Versa
FPH218123	223	Canción de Disney	Todo un mundo nuevo
FPH218124	224	Banda de rock	Guns N Roses
FPH218125	225	Animal	Águila calva
FPH218126	226	Desayuno	Enchiladas Enmoladas
FPH218127	227	Mascota	Pez de colores
FPH218128	228	Beber	zumo de naranja
FPH218129	229	País	suizo
FPH218130	230	Animal del océano	Medusa
FPH218131	231	Dulce	Skittles
FPH218132	232	Cena	Taquitos de res
FPH218133	233	Marca famosa	Gorjeo
FPH218134	234	Animal	Tigre de Bengala
FPH218135	235	Pelicula Disney	La Sirenita
FPH218136	236	Continente	Australia
FPH218137	237	Ropa	Botas de invierno
FPH218138	238	Ciudad latinoamericana	Tijuana
FPH218139	239	Marca de café	Folgers
FPH218140	240	Artista del país	Shania twain
FPH218141	241	Película de acción	resident Evil
FPH218142	242	Cena	Pozole
FPH218143	243	Mascota	Doberman pinscher
FPH218144	244	Banda de rock	Aerosmith
FPH218145	245	Animal	Serpiente de cascabel
FPH218146	246	País	Irlanda
FPH218147	247	Marca famosa	Toshiba
FPH218148	248	Postre	Pastel de tres leches jaspeado
FPH218149	249	Actividad al aire libre	Cámping
FPH218150	250	Insecto	Tarántula
FPH218151	251	Ropa	Traje de baño
FPH218152	252	Actor femenino	Emma Watson
FPH218153	253	Canción de Disney	Déjalo ir
FPH218154	254	Cena	Estofado de vegetales
FPH218155	255	Mascota	Tortuga
FPH218156	256	Dulce	Reese's Peanut Butter Cups
FPH218157	257	Animal	Hipopótamo
FPH218158	258	Actor masculino	Brad Pitt
FPH218159	259	Programa de televisión	Breaking Bad
FPH218160	260	Gobierno	Porfirio Díaz
FPH218161	261	Vehículo	Volkswagen Gol
FPH218162	262	Banda de rock	Black sabbath
FPH218163	263	Insecto	Miel de abeja
FPH218164	264	Telenovela	Alguien Te Mira
FPH218165	265	País	Países Bajos
FPH218166	266	Beber	Limonada
FPH218167	267	Artista del país	Johnny cash
FPH218168	268	Comedia	Las brujas
FPH218169	269	Animal	Leopardo de nieve
FPH218170	270	Actor masculino	Orlando Bloom
FPH218171	271	Postre	Mousse de chocolate
FPH218172	272	Actor femenino	Sofía Vergara
FPH218173	273	Continente	Sudamerica
FPH218174	274	Banda de rock	Red Hot Chili Peppers
FPH218175	275	Ropa	Chaqueta amarilla
FPH218176	276	Programa de televisión	Stranger Things
FPH218177	277	Beber	Bloody Mary
FPH218178	278	Gobierno	Lázaro Cárdenas
FPH218179	279	Pelicula Disney	Artemis Fowl
FPH218180	280	Ciudad latinoamericana	León
FPH218181	281	Actor masculino	Michael Peña
FPH218182	282	Ropa	Sandalias
FPH218183	283	Animal	Cocodrilo
FPH218184	284	Actividad al aire libre	Cabalgatas
FPH218185	285	País	Rusia
FPH218186	286	Programa de televisión	El cuento de la criada
FPH218187	287	Postre	Tarta de queso
FPH218188	288	Mascota	Border collie
FPH218189	289	Marca de café	Café Chiapas
FPH218190	290	Insecto	Mantis religiosa
FPH218191	291	Banda de rock	Iron maiden
FPH218192	292	Artista pop	Carlos Rivera
FPH218193	293	Continente	Asia
FPH218194	294	Beber	Chocolate caliente
FPH218195	295	Pájaro	Halcón peregrino
FPH218196	296	Película de acción	Mad Max: Furia en el camino
FPH218197	297	Gobierno	Victoriano Huerta
FPH218198	298	Animal	Puerco espín
FPH218199	299	Actividad al aire libre	Caza y Pesca
FPH218200	300	Canción de Disney	El amor es una puerta abierta
FPH218201	301	Programa de televisión	Peaky Blinders
FPH218202	302	País	Israel
FPH218203	303	Película de acción	Alien
FPH218204	304	Comedia	Bad Boys para siempre
FPH218205	305	Pelicula Disney	La Bella Durmiente
FPH218206	306	Desayuno	Quiche de queso
FPH218207	307	Postre	Pastel de Elote
FPH218208	308	Actividad al aire libre	Patineta
FPH218209	309	Artista pop	Alfredo Olivas
FPH218210	310	Marca de café	Café Allegro
FPH218211	311	Ropa	Gabardina
FPH218212	312	Vehículo	Chrysler Voyager
FPH218213	313	Beber	Tequila
FPH218214	314	Gobierno	Vicente Guerrero
FPH218215	315	Canción de Disney	Círculo de la vida
FPH218216	316	Jugador de baloncesto	Kevin Durant
FPH218217	317	Insecto	Saltamontes
FPH218218	318	Personaje de ficción	Luke Skywalker
FPH218219	319	Actor masculino	Edward Norton
FPH218220	320	Cena	Pizza de peperoni
FPH218221	321	Anatomía	Sistema cardiovascular
FPH218222	322	Banda de rock	Imagine Dragons
FPH218223	323	Programa de televisión	Mayans M.C.
FPH218224	324	Videojuego	League of Legends
FPH218225	325	Comedia	Dos bribones tras la esmeralda perdida
FPH218226	326	Postre	pie de manzana
FPH218227	327	País	Afganistán
FPH218228	328	Película de acción	Arma mortal
FPH218229	329	Desayuno	Chilaquiles Rojos
FPH218230	330	Actor femenino	Helena Bonham Carter
FPH218231	331	Mascota	conejillo de indias
FPH218232	332	Reality show	Un soltero en el paraíso
FPH218233	333	Película de terror	Duende
FPH218234	334	Animal del océano	Calamar gigante
FPH218235	335	Continente	Antártida
FPH218236	336	Artista pop	Becky G
FPH218237	337	Personaje de ficción	Optimus prime
FPH218238	338	Pájaro	Gran búho cornado
FPH218239	339	Tienda al por menor	Bodega Aurrerá
FPH218240	340	Planeta	Neptuno
FPH218241	341	Pájaro	Cardenal
FPH218242	342	Pelicula Disney	Monstruos, SA
FPH218243	343	País	República Dominicana
FPH218244	344	Animal	Chimpancé
FPH218245	345	Vegetal	Coliflor
FPH218246	346	Planta	Sauce llorón
FPH218247	347	Banda de metal	Metallica
FPH218248	348	Programa de televisión	Buffy, la caza vampiros
FPH218249	349	Jugador de baloncesto	Stephen curry
FPH218250	350	Comedia	Querida, encogí a los niños
FPH218251	351	Postre	Mostachon de Fresa
FPH218252	352	Ciudad latinoamericana	Gustavo Adolfo Madero
FPH218253	353	Beber	Té negro
FPH218254	354	Personaje de disney	Capitán Garfio
FPH218255	355	Fruta	fresa
FPH218256	356	Ropa	Chaqueta letterman
FPH218257	357	Actor femenino	Meryl Streep
FPH218258	358	Tienda al por menor	Walmart
FPH218259	359	Programa de televisión	La plaga
FPH218260	360	Postre	Cheesecake de Dulce de Leche
FPH218261	361	Pelicula Disney	Mary poppins
FPH218262	362	Mascota	Yorkshire Terrier
FPH218263	363	Película de terror	El proyecto de la bruja de Blair
FPH218264	364	Actor masculino	Harrison ford
FPH218265	365	País	Alemania
FPH218266	366	Animal	Canguro
FPH218267	367	Personaje de ficción	Harry Potter
FPH218268	368	Cena	Mollete
FPH218269	369	Película de acción	Starship Troopers
FPH218270	370	Comedia	El show de Larry David
FPH218271	371	Actividad al aire libre	Voleibol de playa
FPH218272	372	Videojuego	Angry Birds
FPH218273	373	Gobierno	Miguel Alemán
FPH218274	374	Reality show	Mythbusters
FPH218275	375	Animal del océano	Caballo de mar
FPH218276	376	Jugador de baloncesto	Russell westbrook
FPH218277	377	Canción de Disney	Pobres almas desafortunadas
FPH218278	378	Artista pop	Alemán
FPH218279	379	Anatomía	Esternón
FPH218280	380	Banda de rock	Pink floyd
FPH218281	381	Artista del país	Patsy Cline
FPH218282	382	Desayuno	Bagel y queso crema
FPH218283	383	País	Reino Unido
FPH218284	384	Postre	Galleta de mantequilla de maní
FPH218285	385	Comedia	Seinfeld
FPH218286	386	Pelicula Disney	Buscando a Nemo
FPH218287	387	Actor femenino	Eva Mendes
FPH218288	388	Pájaro	Pájaro carpintero
FPH218289	389	Actor masculino	Diego Luna
FPH218290	390	Beber	Jugo de uva
FPH218291	391	Programa de televisión	Who Killed Sara?
FPH218292	392	Película de acción	El perfecto asesino
FPH218293	393	Personaje de ficción	El joven manos de tijera
FPH218294	394	Animal	Ardilla
FPH218295	395	Ropa	Vestido de coctail
FPH218296	396	País	Indonesia
FPH218297	397	Reality show	Nosotros los guapos
FPH218298	398	Vehículo	Renault Kwid
FPH218299	399	Artista pop	Adele
FPH218300	400	Cena	Pollo teriyaki
FPH218301	401	Planeta	Mercurio
FPH218302	402	Programa de televisión	Oscuro deseo
FPH218303	403	Ciudad latinoamericana	Iztapalapa
FPH218304	404	Comedia	Los ilusionistas: Nada es lo que parece
FPH218305	405	Banda de metal	Pantera
FPH218306	406	Canción de Disney	Justo alrededor de la curva del río
FPH218307	407	Mascota	Gran Danés
FPH218308	408	Comida rápida	McDonald's
FPH218309	409	Animal	Dragon de Komodo
FPH218310	410	Actor femenino	Jessica Alba
FPH218311	411	Artista de hip hop	Tupac Shakur
FPH218312	412	Desayuno	tostada de aguacate
FPH218313	413	Actividad al aire libre	Ultimate Frisbee
FPH218314	414	Pelicula Disney	Enredados
FPH218315	415	País	Bélgica
FPH218316	416	Música clásica	Wolfgang Amadeus Mozart
FPH218317	417	Videojuego	Street fighter
FPH218318	418	Dulce	Caramelo de agua salada
FPH218319	419	Actor masculino	George Clooney
FPH218320	420	Beber	Margarita
FPH218321	421	Gobierno	Adolfo de la Huerta
FPH218322	422	Tienda al por menor	Costco Wholesale
FPH218323	423	Punto de referencia	Golden Gate Bridge
FPH218324	424	Personaje de ficción	Katniss Everdeen
FPH218325	425	Artista del país	George strait
FPH218326	426	Animal	Elefante
FPH218327	427	Postre	Creme brulee
FPH218328	428	Comida	Caldo de camaron
FPH218329	429	Artista pop	Jennifer lopez
FPH218330	430	Programa de televisión	Law and Order
FPH218331	431	Anatomía	Articulaciones y tendones
FPH218332	432	Reality show	Top Gear
FPH218333	433	Planta	árbol de hoja perenne
FPH218334	434	Cena	Sopa de almejas
FPH218335	435	País	Madagascar
FPH218336	436	Pelicula Disney	Piratas del Caribe
FPH218337	437	Pájaro	Gaviota
FPH218338	438	Banda de rock	Panic at the Disco
FPH218339	439	Comedia	Austin powers
FPH218340	440	Comida	Chile relleno
FPH218341	441	Actor femenino	Jennifer Lopez
FPH218342	442	Tienda al por menor	City Market
FPH218343	443	Película de terror	La maldición renace
FPH218344	444	Animal del océano	Pulpo
FPH218345	445	Ropa	Bata de baño
FPH218346	446	Artista pop	Janet Jackson
FPH218347	447	Beber	Latte de calabaza y especias
FPH218348	448	Personaje de ficción	Kermit la rana
FPH218349	449	Vehículo	Volkswagen Polo
FPH218350	450	Comida rápida	Burger King
FPH218351	451	Música clásica	Moonlight sonata
FPH218352	452	Programa de televisión	The Bridge
FPH218353	453	País	Brasil
FPH218354	454	Personaje de disney	Rapunzel
FPH218355	455	Videojuego	Final fantasy
FPH218356	456	Mascota	Pomeranio
FPH218357	457	Planeta	Tierra
FPH218358	458	Dulce	Osito de goma
FPH218359	459	Ciudad latinoamericana	Zapopan
FPH218360	460	Coche	Tesla Model X
FPH218361	461	Anatomía	Páncreas
FPH218362	462	Ocupación	Astronauta
FPH218363	463	Postre	Pastel de chocolate y chile
FPH218364	464	Punto de referencia	Sydney Opera House
FPH218365	465	Tienda al por menor	Comercial Mexicana
FPH218366	466	Música clásica	Johann sebastian bach
FPH218367	467	Película de acción	Minority Report
FPH218368	468	Actividad al aire libre	Avistamiento de ballenas
FPH218369	469	País	El Salvador
FPH218370	470	Cena	Pescado y papas fritas
FPH218371	471	Actor masculino	Sylvester Stallone
FPH218372	472	Beber	Té verde
FPH218373	473	Programa de televisión	Control Z
FPH218374	474	Marca de café	Coffee House
FPH218375	475	Insecto	Oruga
FPH218376	476	Pelicula Disney	El Emperador y sus Locuras
FPH218377	477	Película de terror	Invisible Man
FPH218378	478	Comedia	Nacho Libre
FPH218379	479	Fruta	Sandía
FPH218380	480	Comida rápida	Subway
FPH218381	481	Planta	Rosa roja
FPH218382	482	Postre	Galleta con chispas de chocolate
FPH218383	483	Personaje de ficción	Fred flintstone
FPH218384	484	Mascota	Pitón bola
FPH218385	485	País	Camboya
FPH218386	486	Banda de metal	Slayer
FPH218387	487	Desayuno	Honey Nut Cheerios
FPH218388	488	Artista pop	Mariah carey
FPH218389	489	Actor femenino	Eva Longoria
FPH218390	490	Ropa	Camisa de entrenamiento
FPH218391	491	Tienda al por menor	Fresko
FPH218392	492	Videojuego	Counterstrike
FPH218393	493	Programa de televisión	The Twilight Zone
FPH218394	494	Beber	Paloma
FPH218395	495	Continente	Europa
FPH218396	496	Vehículo	Nissan Kicks
FPH218397	497	Pelicula Disney	Goofy e Hijo
FPH218398	498	Película de acción	Operación dragón
FPH218399	499	Cena	Pollo y Brócoli
FPH218400	500	País	Canadá
FPH514001	501	Día festivo	Víspera de Todos los Santos
FPH514002	502	Marca de café	Nespresso
FPH514003	503	Mascota	dálmata
FPH514004	504	Artista pop	Alicia keys
FPH514005	505	Actor masculino	Demián Bichir
FPH514006	506	Ciudad latinoamericana	Monterrey
FPH514007	507	Comida	Espagueti y albóndigas
FPH514008	508	Programa de televisión	El Chapo
FPH514009	509	Pelicula Disney	Los Aristogatos
FPH514010	510	Cena	Burrito de carne
FPH514011	511	Dibujos animados	Tom y Jerry
FPH514012	512	Tecnología	Teclado y ratón
FPH514013	513	Coche	Volkswagen
FPH514014	514	Desayuno	Tamales
FPH514015	515	Artista pop	Bruno Mars
FPH514016	516	Punto de referencia	Liberty bell
FPH514017	517	Muebles	Sofá de cuero
FPH514018	518	Música clásica	Fur Elise
FPH514019	519	Animal	Mamba negro
FPH514020	520	Personaje de disney	Maleficent
FPH514021	521	Comida	Sope
FPH514022	522	Artista pop	Fuerza Regida
FPH514023	523	Reality show	Ultimate Beastmaster
FPH514024	524	Videojuego	Pac Man
FPH514025	525	Animales acuáticos	Ballena jorobada
FPH514026	526	Artista pop	David Bowie
FPH514027	527	Evento	Feria Nacional de San Marcos
FPH514028	528	Videojuego	Tetris
FPH514029	529	Dulce	Jelly Beans
FPH514030	530	Película de acción	The Avengers
FPH514031	531	Pelicula Disney	Lilo y Stitch
FPH514032	532	Anatomía	Heart and arteries
FPH514033	533	Comedia	Wizards
FPH514034	534	Ocupación	Psiquiatra
FPH514035	535	Programa de televisión	La Reina del Sur
FPH514036	536	Mascota	Rottweiler
FPH514037	537	Artista de hip hop	Snoop dogg
FPH514038	538	Actor masculino	Heath Ledger
FPH514039	539	Personajes de Disney	Esmeralda y Quasimodo
FPH514040	540	Gobierno	Emilio Portes Gil
FPH514041	541	Tienda al por menor	Sumesa
FPH514042	542	Dulce	Swedish Fish
FPH514043	543	Muebles	Mesa y sillas
FPH514044	544	Aperitivo	Sopa francesa de cebolla
FPH514045	545	Punto de referencia	Easter Island Cabezas
FPH514046	546	Música clásica	Ludwig van Beethoven
FPH514047	547	Tecnología	Google Sheets
FPH514048	548	Canción de Disney	Amigo como yo
FPH514049	549	Actor masculino	Liam Neeson
FPH514050	550	Comida rápida	Taco Bell
FPH514051	551	Programa de televisión	Selena: The Series
FPH514052	552	Postre	Chocoflan
FPH514053	553	Planta	Bambú
FPH514054	554	Pelicula Disney	El Libro de la Selva
FPH514055	555	Ciudad latinoamericana	Ciudad Nezahualcoyotl
FPH514056	556	Coche	Volkswagen Jetta
FPH514057	557	Cena	Salteado de pollo
FPH514058	558	Pájaro	Pájaro azul
FPH514059	559	Animal	Camaleón
FPH514060	560	Muebles	Mesa final
FPH514061	561	Desayuno	Burrito de desayuno
FPH514062	562	Animales acuáticos	Tiburón toro
FPH514063	563	Tecnología	Nintendo Switch
FPH514064	564	Artista pop	Shakira
FPH514065	565	País	República Checa
FPH514066	566	Gobierno	Manuel González Flores
FPH514067	567	Insecto	Ciempiés
FPH514068	568	Reality show	Acapulco Shore
FPH514069	569	Vehículo	Renault Sandero
FPH514070	570	Pájaro	Cola de golondrina
FPH514071	571	Dulce	Hershey's Kisses
FPH514072	572	Muebles	Mostrador
FPH514073	573	Punto de referencia	Catedral de San Basilio
FPH514074	574	Artista pop	Frank Sinatra
FPH514075	575	Canción de Disney	No puedo esperar a ser rey
FPH514076	576	Personaje de ficción	Peter Griffin
FPH514077	577	Música clásica	Sonata para piano
FPH514078	578	Animal	Oso koala
FPH514079	579	Reality show	Haunted: Latin America
FPH514080	580	Ciudad latinoamericana	Chihuahua
FPH514081	581	Cena	Tacos de carne asada
FPH514082	582	Actor femenino	Rosario Dawson
FPH514083	583	Animales acuáticos	Anguila electrica
FPH514084	584	Tecnología	Teléfono inteligente
FPH514085	585	Coche	Chevrolet Equinox
FPH514086	586	Aperitivo	Ensalada César
FPH514087	587	Dulce	Butterfinger
FPH514088	588	Postre	Galletas y crema
FPH514089	589	Videojuego	Candy Crush
FPH514090	590	Muebles	Silla de oficina
FPH514091	591	Mascota	Boston terrier
FPH514092	592	Pájaro	Buitre
FPH514093	593	Personajes de Disney	Jafar y Iago
FPH514094	594	Punto de referencia	La torre inclinada de pisa
FPH514095	595	Pelicula Disney	Oliver y su Pandilla
FPH514096	596	Tecnología	Televisión de alta definición
FPH514097	597	Planta	Lavanda
FPH514098	598	Animales acuáticos	Marrajo
FPH514099	599	Cena	Gringas
FPH514100	600	Romance	Diario de una pasión
FPH514101	601	Día festivo	Dia de la Constitucion
FPH514102	602	Comida	Sandwich
FPH514103	603	Mascota	Gato Scottish Fold
FPH514104	604	Artista pop	Natanael Cano
FPH514105	605	Animal	Leopardo
FPH514106	606	Gobierno	Sebastián Lerdo de Tejada
FPH514107	607	Telenovela	La Fea Más Bella
FPH514108	608	Programa de televisión	El juego de las llaves
FPH514109	609	Pelicula Disney	Tod y Toby
FPH514110	610	Cena	Chalupa
FPH514111	611	Dibujos animados	Adventure Time 
FPH514112	612	Actividad al aire libre	Volar cometas
FPH514113	613	Banda de rock	Café Tacvba
FPH514114	614	Desayuno	Migas con Huevo
FPH514115	615	Beber	leche de fresa
FPH514116	616	Ropa	Gorra de beisbol
FPH514117	617	Ocupación	Neurocientífico
FPH514118	618	Punto de referencia	Pirámide del sol
FPH514119	619	Animal	Demonio de Tasmania
FPH514120	620	Personaje de disney	Mulan y Mushu
FPH514121	621	Película de terror	Un lugar en silencio
