Phrase ID	Level	Clue (Question)	Phrase (Answer)
FPHDC602064		Landmark	Christ the Redeemer
FPHDC602065		Anatomy	Pelvic Bone
FPHDC602066		Book Title	The Great Gatsby
FPHDC602067		At the Amusement Park	Roller Coaster Ride
FPHDC602068		Food	Salami Sandwich
FPHDC602069		Technology	Internet Service Provider
FPHDC602070		Animal	Black Bear
FPHDC602071		Song Title	Diamonds are Forever
FPHDC602072		Drink	Blue Hawaii
FPHDC602073		Herbs and Spices	Yellow Mustard
FPHDC602074		Movie Quote	I'll Get You My Pretty
FPHDC602075		Fictional Character	Harley Quinn
FPHDC602076		Emotions	Shame and Embarrassment
FPHDC602077		Vacation Spot	Cape Town, South Africa
FPHDC602078		Rocks and Minerals	Meteoroid
FPHDC602079		Aquatic Animal	King Crab
FPHDC602080		Country	Egypt
FPHDC602081		At the Beach	Island Resort
FPHDC602082		Classical Music	Franz Schubert
FPHDC602083		US State	Montana
FPHDC602084		Furniture	Kneeling Chair
FPHDC602085		Cooking	Salad Spinner
FPHDC602086		Retail Store	Costco Wholesale
FPHDC602087		Video Game	Bejeweled
FPHDC602088		Around the House	Colorful Birdhouse
FPHDC602089		Technology	Microsoft Office
FPHDC602090		Element	Manganese
FPHDC602091		At the Amusement Park	Famous Boysenberry Jam
FPHDC602092		Color	Topaz and Jade
FPHDC602093		Occupation	Fireman
FPHDC602094		Christmas	Presents Under the Tree
FPHDC602095		Book Title	To Kill a Mockingbird
FPHDC602096		Car	Toyota Tacoma
FPHDC602097		Anatomy	Varicose Veins
FPHDC602098		Back to School	Mathematics
FPHDC602099		Food	Grilled Salmon
FPHDC602100		Vacation Spot	Dubai, United Arab Emirates
FPHDC602101		Fictional Character	Beavis and Butt-Head
FPHDC602102		Landmark	Niagara Falls
FPHDC602103		Outdoor Activity	Star Gazing
FPHDC602104		Holiday	Grandparents Day
FPHDC602105		Fruits and Vegetables	A Bag of Potatoes
FPHDC602106		Around the House	Antibacterial Hand Soap
FPHDC602107		Herbs and Spices	Lemon Verbena
FPHDC602108		Furniture	Bar Stool and Countertop
FPHDC602109		Fast Food	White Castle Burgers
FPHDC602110		Country	Finland
FPHDC602111		Occupation	Oncologist
FPHDC602112		Emotions	Extroverted or Introverted
FPHDC602113		Retail Store	Sephora
FPHDC602114		Rocks and Minerals	Bedrock
FPHDC602115		Aquatic Animal	Snapping Turtle
FPHDC602116		Cooking	Thermometer
FPHDC602117		Color	Pewter and Stone
FPHDC602118		Technology	Cryptocurrency
FPHDC602119		At the Beach	Dive for Treasure
FPHDC602120		Drink	Sparkling Apple Cider
FPHDC602121		At the Amusement Park	Concession Stand
FPHDC602122		Vacation Spot	Los Angeles, California
FPHDC602123		Book Title	The Lord of the Rings
FPHDC602124		Fictional Character	Dora the Explorer
FPHDC602125		Classical Music	Harpsichord
FPHDC602126		Rock Band	Judas Priest
FPHDC602127		Halloween	Trick or Treat
FPHDC602128		Animal	Fennec Fox
FPHDC602129		Movie Quote	How do you Like Them Apples?
FPHDC602130		Song Title	Grandma Got Run Over By a Reindeer
FPHDC602131		Clothing	Women's Leotard
FPHDC602132		US State	Wyoming
FPHDC602133		Element	Fluorine
FPHDC602134		Food	Egg and Cheese Bagel
FPHDC602135		Back to School	Final Exam
FPHDC602136		Fast Food	Wendy's Frosty
FPHDC602137		Herbs and Spices	Lavender
FPHDC602138		Anatomy	Triceps and Biceps
FPHDC602139		On the Farm	Seeds and Nuts
FPHDC602140		Cooking	Fondue Pot
FPHDC602141		Country	France
FPHDC602142		Retail Store	Williams-Sonoma
FPHDC602143		Fruits and Vegetables	Raspberry
FPHDC602144		Musical Instrument	Keyboard
FPHDC602145		Landmark	Stonehenge
FPHDC602146		Aquatic Animal	Mantis Shrimp
FPHDC602147		Rocks and Minerals	Silt and Sand
FPHDC602148		Horror Movie	The Others
FPHDC602149		Fictional Characters	Rick and Morty
FPHDC602150		Furniture	Five Piece Sectional
FPHDC602151		Occupation	Anesthesiologist
FPHDC602152		At the Beach	Watch out for Sharks
FPHDC602153		Vacation Spot	Moscow, Russia
FPHDC602154		Fast Food	Boston Market
FPHDC602155		Book Title	Harry Potter and the Prisoner of Azkaban
FPHDC602156		Emotions	Complacent
FPHDC602157		At the Amusement Park	Carnival Games
FPHDC602158		Country	Greece
FPHDC602159		Technology	Remote Controlled Drone
FPHDC602160		Drink	Monster Energy Drink
FPHDC602161		Halloween	Bag of Candy
FPHDC602162		Food	Hawaiian Pizza
FPHDC602163		Family	Grandson
FPHDC602164		Car	Nissan Leaf
FPHDC602165		Color	Gold and Silver
FPHDC602166		Herbs and Spices	Jerk Spice
FPHDC602167		Classical Music	Violin Concerto
FPHDC602168		Disney Movie	The Chronicles of Narnia
FPHDC602169		Back to School	Statistics
FPHDC602170		Fictional Character	Nancy Drew
FPHDC602171		Fruits and Vegetables	Lemons and Limes
FPHDC602172		Cooking	Convection Oven
FPHDC602173		On the Farm	Baby Calf
FPHDC602174		Anatomy	Stomach Acid
FPHDC602175		Country	Iceland
FPHDC602176		Video Game	Red Dead Redemption
FPHDC602177		Element	Cadmium
FPHDC602178		Occupation	Economist
FPHDC602179		Emotions	Caring and Kind
FPHDC602180		Retail Store	JCPenney
FPHDC602181		Fast Food	Cinnabon
FPHDC602182		Mythical Creature	Behemoth
FPHDC602183		Vacation Spot	Rio de Janeiro, Brazil
FPHDC602184		Book Title	The Da Vinci Code
FPHDC602185		Rocks and Minerals	Serpentine and Jade
FPHDC602186		At the Amusement Park	Universal Studios Hollywood
FPHDC602187		Food	Salted Pretzels
FPHDC602188		Furniture	Oak Armoire
FPHDC602189		Technology	GPS Tracker
FPHDC602190		At the Beach	Pelicans and Seagulls
FPHDC602191		Drink	Orange Soda
FPHDC602192		Fictional Character	Jerry Maguire
FPHDC602193		Musical Instrument	Sousaphone
FPHDC602194		Herbs and Spices	Curry Leaf
FPHDC602195		Christmas	Naughty or Nice
FPHDC602196		Fruits and Vegetables	Peeled Carrots
FPHDC602197		Back to School	Staple Remover
FPHDC602198		Technology	Bluetooth Headphones
FPHDC602199		Car	Nissan Pathfinder
FPHDC602200		Anatomy	Liver Transplant
FPHDC602201		Country	India
FPHDC602202		Language	Serbian
FPHDC602203		Occupation	Chemical Engineer
FPHDC602204		US State	Maryland
FPHDC602205		Holiday	Mardi Gras
FPHDC602206		Outdoor Activity	Hula Dancing on the Beach
FPHDC602207		Retail Store	Ross Dress for Less
FPHDC602208		Cooking	Refrigerator
FPHDC602209		Vacation Spot	Hong Kong, China
FPHDC602210		Color	Pastel Pink
FPHDC602211		Book Title	A Clockwork Orange
FPHDC602212		On the Farm	Vegetable Crops
FPHDC602213		Food	Cheese and Crackers
FPHDC602214		At the Amusement Park	Six Flags Magic Mountain
FPHDC602215		Element	Californium
FPHDC602216		Furniture	Leather Ottoman
FPHDC602217		Fictional Character	The Incredible Hulk
FPHDC602218		Rocks and Minerals	Petrified Wood
FPHDC602219		Fast Food	Jamba Juice
FPHDC602220		Landmark	Angkor Wat
FPHDC602221		Drink	Grape Soda
FPHDC602222		Herbs and Spices	Cardamom
FPHDC602223		At the Beach	Tall Waves
FPHDC602224		Movie Quote	You Shall Not Pass
FPHDC602225		Country	Ireland
FPHDC602226		Musical Instrument	Mandolin
FPHDC602227		Car	Ford Escape
FPHDC602228		Emotions	Bliss and Cheer
FPHDC602229		Occupation	Marine Biologist
FPHDC602230		Disney Movie	Hocus Pocus
FPHDC602231		Cooking	Spice Rack
FPHDC602232		Anatomy	Left Atrium of the Heart
FPHDC602233		Back to School	Thumb Tack
FPHDC602234		Fruits and Vegetables	Cherry Tomatoes
FPHDC602235		Vacation Spot	Tokyo, Japan
FPHDC602236		Book Title	A Tale of Two Cities
FPHDC602237		Fictional Character	Tyler Durden
FPHDC602238		Food	Potato Wedges
FPHDC602239		Retail Store	Neiman Marcus
FPHDC602240		Clothing	Graphic T-Shirt
FPHDC602241		At the Amusement Park	Ferris Wheel
FPHDC602242		Halloween	Spooky Coffin
FPHDC602243		Drink	Blue Raspberry Icee
FPHDC602244		On the Farm	Pigs and Rabbits
FPHDC602245		Technology	Bandwidth
FPHDC602246		Herbs and Spices	Celery Seed
FPHDC602247		Furniture	Buffet Table
FPHDC602248		Vacation Spot	Vancouver, Canada
FPHDC602249		Country	Israel
FPHDC602250		Color	Steel Blue
FPHDC602251		Occupation	Botanist
FPHDC602252		Family	Stepson
FPHDC602253		US State	Alaska
FPHDC602254		Element	Oxygen
FPHDC602255		Classical Music	Mendelssohn
FPHDC602256		Musical Instrument	Cymbals
FPHDC602257		At the Beach	Intertidal Zone
FPHDC602258		Language	Estonian
FPHDC602259		Car	Subaru Forester
FPHDC602260		Fictional Character	Wednesday Addams
FPHDC602261		Retail Store	Trader Joe's
FPHDC602262		Cooking	Egg Beater
FPHDC602263		Landmark	Taj Mahal
FPHDC602264		Book Title	One Flew Over the Cuckoo's Nest
FPHDC602265		Anatomy	Vertebrae
FPHDC602266		Fast Food	Wingstop
FPHDC602267		Technology	Wireless Charging Station
FPHDC602268		Easter	Easter Egg Hunt
FPHDC602269		Back to School	Economics
FPHDC602270		Vacation Spot	The Maldives
FPHDC602271		Aquatic Animal	Red-Bellied Piranha
FPHDC602272		Occupation	Physicist
FPHDC602273		On the Farm	Dairy Cartons
FPHDC602274		Video Game	Wii Sports
FPHDC602275		Fruits and Vegetables	Celery Stick
FPHDC602276		Country	Italy
FPHDC602277		At the Amusement Park	Popcorn Machine
FPHDC602278		Rocks and Minerals	Moss Agate
FPHDC602279		Herbs and Spices	Juniper Berry
FPHDC602280		Horror Movie	Halloween
FPHDC602281		Emotions	Overly Cautious
FPHDC602282		Fictional Character	Lisa Simpson
FPHDC602283		At the Beach	Ice Cream Cone
FPHDC602284		Food	Trail Mix
FPHDC602285		Furniture	Console Table
FPHDC602286		Book Title	Lord of the Flies
FPHDC602287		Animal	Olive Baboon
FPHDC602288		Element	Arsenic
FPHDC602289		Car	Nissan Rogue
FPHDC602290		Musical Instrument	Bassoon
FPHDC602291		Vacation Spot	Rome, Italy
FPHDC602292		Cooking	Baking Pan
FPHDC602293		Occupation	Architect
FPHDC602294		Technology	Instant Messaging Service
FPHDC602295		Mythical Creatures	Orcs and Imps
FPHDC602296		Fast Food	Church's Chicken
FPHDC602297		Drink	Strawberry Daiquiri
FPHDC602298		Anatomy	Wrist and Forearm
FPHDC602299		Back to School	World Map
FPHDC602300		Family	Half Sister
FPHDC602301		Retail Store	Walgreens
FPHDC602302		Fictional Character	Scarlett O'Hara
FPHDC602303		At the Amusement Park	Outdoor Performances
FPHDC602304		Country	Mexico
FPHDC602305		Landmark	Parthenon
FPHDC602306		Food	Sour Cream and Onion Dip
FPHDC602307		Herbs and Spices	Lemon Balm
FPHDC602308		Book Title	The Little Engine That Could
FPHDC602309		At the Beach	Cooler Drinks and Ice
FPHDC602310		Color	Tangerine and Mango
FPHDC602311		Vacation Spot	Waikato, New Zealand
FPHDC602312		Element	Bismuth
FPHDC602313		Movie Quote	Use the Force, Luke
FPHDC602314		Holiday	Rosh Hashanah
FPHDC602315		Song Title	Can't Stop the Feeling
FPHDC602316		Technology	Wireless Keyboard
FPHDC602317		Rocks and Minerals	Lapis Lazuli
FPHDC602318		Furniture	Rustic Dresser
FPHDC602319		Cooking	Paring Knife
FPHDC602320		Classical Music	Carmen Habanera
FPHDC602321		Retail Store	Albertsons
FPHDC602322		Fictional Characters	Neo and Trinity
FPHDC602323		On the Farm	Boar and Goat
FPHDC602324		Occupation	Army Soldier
FPHDC602325		Back to School	Thesaurus
FPHDC602326		At the Amusement Park	Annual Passes
FPHDC602327		Animal	Jaguar
FPHDC602328		Book Title	The Call of the Wild
FPHDC602329		Emotions	Haughty and Conceited
FPHDC602330		Food	Steak and Potatoes
FPHDC602331		Anatomy	Shoulder Blade
FPHDC602332		Vacation Spot	Machu Picchu, Peru
FPHDC602333		Halloween	Haunted House
FPHDC602334		Herbs and Spices	Marjoram
FPHDC602335		Around the House	Pair of Pliers
FPHDC602336		Technology	Google Sheets
FPHDC602337		Country	Pakistan
FPHDC602338		Fruits and Vegetables	Eggplant
FPHDC602339		At the Beach	Sailboat on the Water
FPHDC602340		Musical Instrument	Ocarina
FPHDC602341		Movie Quote	Release the Kraken
FPHDC602342		Fictional Character	Pikachu
FPHDC602343		Language	Greek
FPHDC602344		Retail Store	Apple Store
FPHDC602345		Cooking	Teakettle
FPHDC602346		Food	Carnitas Street Tacos
FPHDC602347		US State	Florida
FPHDC602348		Occupation	Registered Nurse
FPHDC602349		At the Amusement Park	The Haunted Mansion
FPHDC602350		Rocks and Minerals	Malachite
FPHDC602351		Book Title	Twilight
FPHDC602352		Furniture	Poker Table
FPHDC602353		Christmas	Gift Wrapping
FPHDC602354		Landmark	Trevi Fountain
FPHDC602355		Clothing	Bright Blue Blazer
FPHDC602356		Around the House	Vase of Sunflowers
FPHDC602357		Car	Ford Fusion
FPHDC602358		Vacation Spot	Maui, Hawaii
FPHDC602359		Herbs and Spices	Mustard Seed
FPHDC602360		Element	Krypton
FPHDC602361		Technology	Fingerprint Unlock
FPHDC602362		Song Title	Don't Stop Believin'
FPHDC602363		Back to School	Excused Absence
FPHDC602364		Anatomy	Tongue and Taste Buds
FPHDC602365		Fictional Character	Marty McFly
FPHDC602366		Musical Instrument	Timpani Drum
FPHDC602367		Halloween	Monster Masks
FPHDC602368		Around the House	Air Conditioner
FPHDC602369		On the Farm	Rye and Wheat
FPHDC602370		Movie Quote	There's No Place Like Home
FPHDC602371		Food	Pulled Pork Sandwich
FPHDC602372		Country	Poland
FPHDC602373		At the Beach	Wooden Pier
FPHDC602374		Retail Store	Dollar Tree
FPHDC602375		Cooking	Tenderize
FPHDC602376		At the Amusement Park	Cotton Candy
FPHDC602377		Drink	Cream Soda
FPHDC602378		Animal	Gazelle
FPHDC602379		Easter	Coloring Eggs
FPHDC602380		Rocks and Minerals	Boulder
FPHDC602381		Book Title	Charlotte's Web
FPHDC602382		Fruits and Vegetables	Cranberries
FPHDC602383		Herbs and Spices	Nutmeg
FPHDC602384		Occupation	Marketing Specialist
FPHDC602385		Furniture	Credenza
FPHDC602386		Vacation Spot	Matterhorn, Switzerland
FPHDC602387		Fictional Character	Tony Soprano
FPHDC602388		Family	First Cousin
FPHDC602389		Technology	Facial Recognition Software
FPHDC602390		Aquatic Animal	Blowfish
FPHDC602391		Anatomy	Knees and Elbows
FPHDC602392		Classical Music	Joseph Haydn
FPHDC602393		Emotions	Laid Back
FPHDC602394		Christmas	Candy Canes
FPHDC602395		Cooking	Sprinkles
FPHDC602396		Element	Lithium
FPHDC602397		Retail Store	Rite Aid
FPHDC602398		Horror Movie	Rosemary's Baby
FPHDC602399		Country	Romania
FPHDC602400		At the Amusement Park	Souvenir Shop
FPHDC602401		Food	Top Ramen
FPHDC602402		Video Game	The Elder Scrolls
FPHDC602403		Car	Toyota Prius
FPHDC602404		Halloween	Ghost Costume
FPHDC602405		On the Farm	Windmill
FPHDC602406		At the Beach	Colorful Fish
FPHDC602407		Occupation	Truck Driver
FPHDC602408		Holiday	Emancipation Day
FPHDC602409		Fast Food	Jimmy John's
FPHDC602410		Fictional Character	Tyrion Lannister
FPHDC602411		Book Title	The Catcher in the Rye
FPHDC602412		Herbs and Spices	Fresh Fennel
FPHDC602413		Around the House	Wooden Highchair
FPHDC602414		Technology	Text Messaging
FPHDC602415		Musical Instrument	Tubular Bells and Mallets
FPHDC602416		Movie Quote	You're Gonna Need a Bigger Boat
FPHDC602417		Landmark	Victoria Falls
FPHDC602418		Cooking	Garnish
FPHDC602419		Retail Store	O'Reilly Auto Parts
FPHDC602420		Back to School	Literature
FPHDC602421		Song Title	Kung Fu Fighting
FPHDC602422		Element	Silicon
FPHDC602423		Christmas	Stockings Above the Fireplace
FPHDC602424		Anatomy	Sensory Nerves
FPHDC602425		Food	Basil Pesto Pasta
FPHDC602426		Animal	Warthog
FPHDC602427		Country	Turkey
FPHDC602428		Vacation Spot	Las Vegas, Nevada
FPHDC602429		Emotions	Threatened
FPHDC602430		Family	Quadruplets
FPHDC602431		Occupation	Food Service Cashier
FPHDC602432		Rocks and Minerals	Obsidian
FPHDC602433		Fictional Character	Doctor Strange
FPHDC602434		At the Beach	Low Tide
FPHDC602435		Car	Buick Encore
FPHDC602436		Book Title	Gone with the Wind
FPHDC602437		US State	Georgia
FPHDC602438		Classical Music	Allegro
FPHDC602439		Herbs and Spices	Capers
FPHDC602440		At the Amusement Park	Park Mascot
FPHDC602441		On the Farm	Farmhouse
FPHDC602442		Mythical Creature	Polyphemus
FPHDC602443		Drink	Iced Cucumber Water
FPHDC602444		Cooking	Percolate
FPHDC602445		Easter	Basket of Candy
FPHDC602446		Technology	USB Charging Cable
FPHDC602447		Aquatic Animal	Pacific Oyster
FPHDC602448		Fruits and Vegetables	Sliced Watermelon
FPHDC602449		Around the House	Above Ground Pool
FPHDC602450		Back to School	Flash Cards
FPHDC602451		Movie Quote	I'll Be Back
FPHDC602452		Basketball Player	Magic Johnson
FPHDC602453		Furniture	Pedestal
FPHDC602454		Food	Chicken Parmesan
FPHDC602455		Fictional Character	Captain America
FPHDC602456		Element	Barium
FPHDC602457		Retail Store	AutoZone
FPHDC602458		Anatomy	Sternum
FPHDC602459		Vacation Spot	Budapest, Hungary
FPHDC602460		Country	Ukraine
FPHDC602461		Halloween	Vampire Teeth
FPHDC602462		Family	Triplets
FPHDC602463		Technology	Amazon Echo
FPHDC602464		Herbs and Spices	Caraway
FPHDC602465		Around the House	Bathroom Mirror
FPHDC602466		At the Amusement Park	Family Photos
FPHDC602467		Book Title	The Sun Also Rises
FPHDC602468		Cooking	Nut Cracker
FPHDC602469		Landmark	Golden Gate Bridge
FPHDC602470		Animal	Long-Tailed Weasel
FPHDC602471		Occupation	School Janitor
FPHDC602472		At the Beach	Water Bottle
FPHDC602473		Song Title	Should I Stay or Should I Go
FPHDC602474		Car	Honda HR-V
FPHDC602475		Country	Uganda
FPHDC602476		Christmas	Christmas Carols
FPHDC602477		Retail Store	PetSmart
FPHDC602478		Around the House	Brass Doorknobs
FPHDC602479		Fictional Character	Donkey Kong
FPHDC602480		Back to School	Paper Clip
FPHDC602481		Food	Fettuccine Alfredo
FPHDC602482		Musical Instrument	Slide Whistle
FPHDC602483		Technology	Google Home
FPHDC602484		Drink	Frozen Lemonade
FPHDC602485		Rocks and Minerals	Fluorite
FPHDC602486		Furniture	Standing Desk
FPHDC602487		Easter	Chocolate Bunny
FPHDC602488		At the Amusement Park	Jungle Cruise
FPHDC602489		Emotions	Defiant and Rebellious
FPHDC602490		Classical Music	Igor Stravinsky
FPHDC602491		Vacation Spot	Seoul, Korea
FPHDC602492		Horror Movie	Scream
FPHDC602493		Herbs and Spices	Peppermint
FPHDC602494		Anatomy	Trachea
FPHDC602495		Cooking	Blender
FPHDC602496		Occupation	Bartender
FPHDC602497		Around the House	Porcelain Bathtub
FPHDC602498		Country	United Arab Emirates
FPHDC602499		Fruits and Vegetables	Hawaiian Pineapples
FPHDC602500		At the Beach	Cherry Popsicle
FPHDC602501		Book Title	The Prince and the Pauper
FPHDC602502		Holiday	Arbor Day
FPHDC602503		On the Farm	Large Ranch
FPHDC602504		Around the House	Card Table and Folding Chairs
FPHDC602505		Back to School	Principal's Office
FPHDC602506		Song Title	Welcome to the Jungle
FPHDC602507		Fictional Character	Ebenezer Scrooge
FPHDC602508		Technology	High Definition Television
FPHDC602509		Car	Lexus GX
FPHDC602510		Movie Quote	Bond. James Bond.
FPHDC602511		Food	Fish Tacos
FPHDC602512		Aquatic Animal	Killer Whale
FPHDC602513		TV Show	Who Wants to be a Millionaire?
FPHDC602514		US State	Virginia
FPHDC602515		Christmas	Frosty the Snowman
FPHDC602516		Around the House	Automatic Garage Door Opener
FPHDC602517		Animal	Farm Chicken
FPHDC602518		At the Amusement Park	Colorful Balloons
FPHDC602519		Emotions	Boredom
FPHDC602520		Musical Instrument	Kettledrum
FPHDC602521		Classical Music	Piano Concerto
FPHDC602522		Country	Vatican City
FPHDC602523		Occupation	Restaurant Waitress
FPHDC602524		Vacation Spot	Cairo, Egypt
FPHDC602525		Cooking	Ferment
FPHDC602526		Retail Store	Dick's Sporting Goods
FPHDC602527		Anatomy	Deltoid Muscle
FPHDC602528		Easter	Peter Cottontail
FPHDC602529		Around the House	Address Book
FPHDC602530		Back to School	Arithmetic
FPHDC602531		Book Title	Clifford the Big Red Dog
FPHDC602532		Fictional Character	Legolas
FPHDC602533		Song Title	Baby It's Cold Outside
FPHDC602534		Family	Ex Wife
FPHDC602535		Technology	Laser Printer
FPHDC602536		Landmark	The Forbidden City
FPHDC602537		Language	Hindi
FPHDC602538		TV Show	Supernatural
FPHDC602539		At the Beach	Neap Tide
FPHDC602540		Rocks and Minerals	Soapstone
FPHDC602541		Furniture	Antique Settee
FPHDC602542		Drink	Cherry Limeade
FPHDC602543		Car	Volkswagen Beetle
FPHDC602544		TV Show	Riverdale
FPHDC602545		Halloween	A Witch on a Broom
FPHDC602546		Song Title	Moves Like Jagger
FPHDC602547		Food	Cajun Chicken Pasta
FPHDC602548		Horror Movie	Annabelle Comes Home
FPHDC602549		Around the House	Big Screen TV
FPHDC602550		At the Amusement Park	Bumper Cars
FPHDC602551		Country	Zimbabwe
FPHDC602552		Aquatic Animal	Box Jellyfish
FPHDC602553		Vacation Spot	Barbados
FPHDC602554		Emotions	Resentment
FPHDC602555		Female Actor	Emily Browning
FPHDC602556		Song Title	Sweet Home Alabama
FPHDC602557		Book Title	Brave New World
FPHDC602558		On the Farm	Dirt Road
FPHDC602559		Occupation	Customer Service Representative
FPHDC602560		Anatomy	Tibia and Fibula
FPHDC602561		Fictional Character	Captain Ahab
FPHDC602562		Back to School	Assistant Principal
FPHDC602563		Fruits and Vegetables	A Box of Dates
FPHDC602564		Movie Quote	I'm the King of the World
FPHDC602565		Around the House	Crayola Crayons
FPHDC602566		Technology	Home Security Camera
FPHDC602567		Comedy	Sydney White
FPHDC602568		Musical Instrument	Sitar and Koto
FPHDC602569		Snack	Buttered Popcorn
FPHDC602570		TV Show	Good Girls
FPHDC602571		Emotions	Empathetic
FPHDC602572		Christmas	Rudolph the Red Nosed Reindeer
FPHDC602573		Color	Beige and Tan
FPHDC602574		Back to School	English Teacher
FPHDC602575		Animal	Eastern Cougar
FPHDC602576		Car	Toyota Avalon
FPHDC602577		Around the House	Family Photo Album
FPHDC602578		Cooking	Scramble
FPHDC602579		Food	Turkey Burger
FPHDC602580		Song Title	Friends in Low Places
FPHDC602581		Country	Spain
FPHDC602582		Easter	Bunny Ears
FPHDC602583		Drink	Classic Martini
FPHDC602584		At the Amusement Park	SeaWorld San Diego
FPHDC602585		Classical Music	Debussy
FPHDC602586		Book Title	A Wrinkle in Time
FPHDC602587		Fictional Character	Bruce Banner
FPHDC602588		Vacation Spot	Copenhagen, Denmark
FPHDC602589		Furniture	Chaise Lounge
FPHDC602590		TV Show	Fear the Walking Dead
FPHDC602591		Occupation	Construction Worker
FPHDC602592		Fast Food	Jack in the Box
FPHDC602593		Emotions	Uncomfortable
FPHDC602594		Landmark	The White House
FPHDC602595		Plant	Peace Lily
FPHDC602596		Romance	Crazy Rich Asians
FPHDC602597		Holiday	Good Friday
FPHDC602598		Anatomy	Clavicle Bone
FPHDC602599		Animal	Howling Bobcat
FPHDC602600		Fictional Character	Charlie Brown
