Phrase ID	Level	Clue (Question)	Phrase (Answer)
FPH218218	318	Fictional Character	Luke Skywalker
FPH218219	319	Male Actor	Edward Norton
FPH218220	320	Dinner	Pepperoni Pizza
FPH218221	321	Anatomy	Cardiovascular System
FPH218222	322	Rock Band	Imagine Dragons
FPH218223	323	TV Show	Better Call Saul
FPH218224	324	Video Game	League of Legends
FPH218225	325	Comedy	Arrested Development
FPH218226	326	Dessert	Apple Pie
FPH218227	327	Country	Afghanistan
FPH218228	328	Action Movie	Lethal Weapon
FPH218229	329	Breakfast	Steak and Eggs
FPH218230	330	Female Actor	Helena Bonham Carter
FPH218231	331	Pet	Guinea Pig
FPH218232	332	Reality Show	Hell's Kitchen
FPH218233	333	Horror Movie	Poltergeist
FPH218234	334	Ocean Animal	Giant Squid
FPH218235	335	Continent	Antarctica
FPH218236	336	Pop Artist	Meghan Trainor
FPH218237	337	Fictional Character	Optimus Prime
FPH218238	338	Fast Food	Great Horned Owl
FPH218239	339	Retail Store	Barnes and Noble
FPH218240	340	Planet	Neptune
FPH218241	341	Bird	Cardinal
FPH218242	342	Disney Movie	Monsters Inc
FPH218243	343	Country	Dominican Republic
FPH218244	344	Animal	Chimpanzee
FPH218245	345	Vegetable	Cauliflower
FPH218246	346	Plant	Weeping Willow
FPH218247	347	Metal Band	Metallica
FPH218248	348	TV Show	Buffy the Vampire Slayer
FPH218249	349	Basketball Player	Stephen Curry
FPH218250	350	Comedy	Talladega Nights
FPH218251	351	Breakfast	Frosted Flakes
FPH218252	352	Football Player	Lawrence Taylor
FPH218253	353	Drink	Black Tea
FPH218254	354	Disney Character	Captain Hook
FPH218255	355	Fruit	Strawberry
FPH218256	356	Clothing	Letterman Jacket
FPH218257	357	Female Actor	Meryl Streep
FPH218258	358	Country Artist	Blake Shelton
FPH218259	359	Hip Hop Artist	Iggy Azalea
FPH218260	360	Dessert	Boston Cream Pie
FPH218261	361	Disney Movie	Mary Poppins
FPH218262	362	Pet	Yorkshire Terrier
FPH218263	363	Horror Movie	The Blair Witch Project
FPH218264	364	Male Actor	Harrison Ford
FPH218265	365	Country	Germany
FPH218266	366	Animal	Kangaroo
FPH218267	367	Fictional Character	Harry Potter
FPH218268	368	Dinner	Turkey and Stuffing
FPH218269	369	Action Movie	Starship Troopers
FPH218270	370	Comedy	Curb Your Enthusiasm
FPH218271	371	Outdoor Activity	Beach Volleyball
FPH218272	372	Video Game	Angry Birds
FPH218273	373	US President	Herbert Hoover
FPH218274	374	Reality Show	Mythbusters
FPH218275	375	Ocean Animal	Seahorse
FPH218276	376	Basketball Player	Russell Westbrook
FPH218277	377	Disney Song	Poor Unfortunate Souls
FPH218278	378	Pop Artist	Adam Levine
FPH218279	379	Anatomy	Sternum
FPH218280	380	Rock Band	Pink Floyd
FPH218281	381	Country Artist	Patsy Cline
FPH218282	382	Breakfast	Bagel and Cream Cheese
FPH218283	383	Country	United Kingdom
FPH218284	384	Dessert	Peanut Butter Cookie
FPH218285	385	Comedy	Seinfeld
FPH218286	386	Disney Movie	Finding Nemo
FPH218287	387	Female Actor	Julia Roberts
FPH218288	388	Bird	Woodpecker
FPH218289	389	Male Actor	Will Ferrell
FPH218290	390	Drink	Grape Juice
FPH218291	391	Horror Movie	The Texas Chainsaw Massacre
FPH218292	392	Action Movie	The Professional
FPH218293	393	Fictional Character	Edward Scissorhands
FPH218294	394	Animal	Chipmunk
FPH218295	395	Clothing	Cocktail Dress
FPH218296	396	Country	Indonesia
FPH218297	397	Reality Show	Undercover Billionaire
FPH218298	398	Football Player	Jerry Rice
FPH218299	399	Pop Artist	Adele
FPH218300	400	Dinner	Teriyaki Chicken
FPH218301	401	Planet	Mercury
FPH218302	402	TV Show	Freaks and Geeks
FPH218303	403	Basketball Player	Zion Williamson
FPH218304	404	Comedy	Superbad
FPH218305	405	Metal Band	Pantera
FPH218306	406	Disney Song	Just Around the Riverbend
FPH218307	407	Pet	Great Dane
FPH218308	408	Fast Food	Little Caesars
FPH218309	409	Animal	Komodo Dragon
FPH218310	410	Female Actor	Julianne Moore
FPH218311	411	Hip Hop Artist	Tupac Shakur
FPH218312	412	Breakfast	Avocado Toast
FPH218313	413	Outdoor Activity	Ultimate Frisbee
FPH218314	414	Disney Movie	Tangled
FPH218315	415	Country	Belgium
FPH218316	416	Classical Music	Wolfgang Amadeus Mozart
FPH218317	417	Video Game	Street Fighter
FPH218318	418	Candy	Salt Water Taffy
FPH218319	419	Male Actor	George Clooney
FPH218320	420	Drink	Margarita
FPH218321	421	US President	Woodrow Wilson
FPH218322	422	Retail Store	Foot Locker
FPH218323	423	Landmark	Golden Gate Bridge
FPH218324	424	Fictional Character	Katniss Everdeen
FPH218325	425	Country Artist	George Strait
FPH218326	426	Animal	Elephant
FPH218327	427	Dessert	Cookies and Cream
FPH218328	428	Action Movie	The League of Extraordinary Gentlemen
FPH218329	429	Pop Artist	Jennifer Lopez
FPH218330	430	TV Show	Law and Order
FPH218331	431	Anatomy	Joints and Tendons
FPH218332	432	Reality Show	Impractical Jokers
FPH218333	433	Plant	Evergreen Tree
FPH218334	434	Dinner	Clam Chowder
FPH218335	435	Country	Madagascar
FPH218336	436	Disney Movie	Pirates of the Caribbean
FPH218337	437	Bird	Seagull
FPH218338	438	Rock Band	Panic at the Disco
FPH218339	439	Comedy	Austin Powers
FPH218340	440	Breakfast	Bagel and Lox
FPH218341	441	Female Actor	Melissa McCarthy
FPH218342	442	Football Player	Brett Favre
FPH218343	443	Horror Movie	The Grudge
FPH218344	444	Ocean Animal	Octopus
FPH218345	445	Clothing	Bathrobe
FPH218346	446	Pop Artist	Janet Jackson
FPH218347	447	Drink	Pumpkin Spice Latte
FPH218348	448	Fictional Character	Kermit the Frog
FPH218349	449	Country Artist	Randy Travis
FPH218350	450	Fast Food	Burger King
FPH218351	451	Classical Music	Moonlight Sonata
FPH218352	452	TV Show	Twin Peaks
FPH218353	453	Country	Brazil
FPH218354	454	Disney Character	Rapunzel
FPH218355	455	Video Game	Final Fantasy
FPH218356	456	Pet	Pomeranian
FPH218357	457	Planet	Earth
FPH218358	458	Candy	Gummy Bears
FPH218359	459	Basketball Player	Damian Lillard
FPH218360	460	Car	Tesla Model X
FPH218361	461	Anatomy	Pancreas
FPH218362	462	Occupation	Astronaut
FPH218363	463	Dessert	Funnel Cake
FPH218364	464	Landmark	Sydney Opera House
FPH218365	465	Retail Store	Pottery Barn
FPH218366	466	Classical Music	Johan Sebastian Bach
FPH218367	467	Action Movie	Minority Report
FPH218368	468	Outdoor Activity	Whale Watching
FPH218369	469	Country	El Salvador
FPH218370	470	Dinner	Salisbury Steak
FPH218371	471	Male Actor	Sylvester Stallone
FPH218372	472	Drink	Green Tea
FPH218373	473	Reality Show	Top Chef
FPH218374	474	Comedy	Trading Places
FPH218375	475	Insect	Caterpillar
FPH218376	476	Disney Movie	The Emperors New Groove
FPH218377	477	Horror Movie	The Invisible Man
FPH218378	478	Hip Hop Artist	Tyler the Creator
FPH218379	479	Fruit	Watermelon
FPH218380	480	Fast Food	Dairy Queen
FPH218381	481	Plant	Red Rose
FPH218382	482	Dessert	Chocolate Chip Cookie
FPH218383	483	Fictional Character	Fred Flintstone
FPH218384	484	Pet	Ball Python
FPH218385	485	Country	Cambodia
FPH218386	486	Metal Band	Slayer
FPH218387	487	Breakfast	Honey Nut Cheerios
FPH218388	488	Pop Artist	Mariah Carey
FPH218389	489	Female Actor	Halle Berry
FPH218390	490	Clothing	Sweatshirt
FPH218391	491	Country Artist	Conway Twitty
FPH218392	492	Video Game	Counterstrike
FPH218393	493	TV Show	The Twilight Zone
FPH218394	494	Football Player	Terrell Owens
FPH218395	495	Continent	Europe
FPH218396	496	Reality Show	Shark Tank
FPH218397	497	Disney Movie	A Goofy Movie
FPH218398	498	Action Movie	Enter the Dragon
FPH218399	499	Dinner	Chicken and Broccoli
FPH218400	500	Country	Canada
FPH514001	501	Holiday	Halloween
FPH514002	502	Coffee Brand	Peet's Coffee
FPH514003	503	Pet	Dalmatian
FPH514004	504	Pop Artist	Alicia Keys
FPH514005	505	Female Actor	Kate Beckinsale
FPH514006	506	US President	Dwight D Eisenhower
FPH514007	507	Food	Meatball Sandwich
FPH514008	508	TV Show	Sesame Street
FPH514009	509	Disney Movie	The Aristocats
FPH514010	510	Dinner	Beef Burrito
FPH514011	511	Cartoon	Tom and Jerry
FPH514012	512	Technology	Keyboard and Mouse
FPH514013	513	Car	Chevrolet Silverado
FPH514014	514	Breakfast	Apple Jacks
FPH514015	515	Pop Artist	Bruno Mars
FPH514016	516	Landmark	Liberty Bell
FPH514017	517	Furniture	Leather Sofa
FPH514018	518	Classical Music	Fur Elise
FPH514019	519	Animal	Black Mamba
FPH514020	520	Disney Character	Maleficent
FPH514021	521	Food	Fish and Chips
FPH514022	522	Pop Artist	Demi Lovato
FPH514023	523	Reality Show	Ink Master
FPH514024	524	Video Game	Pac Man
FPH514025	525	Aquatic Animal	Humpback Whale
FPH514026	526	Pop Artist	David Bowie
FPH514027	527	Country Artist	Dolly Parton
FPH514028	528	Video Game	Tetris
FPH514029	529	Candy	Jelly Beans
FPH514030	530	Action Movie	The Avengers
FPH514031	531	Disney Movie	Lilo and Stitch
FPH514032	532	Anatomy	Heart and Arteries
FPH514033	533	Comedy	Chappelle's Show
FPH514034	534	Occupation	Psychiatrist
FPH514035	535	Football Player	Aaron Rodgers
FPH514036	536	Pet	Rottweiler
FPH514037	537	Hip Hop Artist	Snoop Dogg
FPH514038	538	Male Actor	Heath Ledger
FPH514039	539	Disney Characters	Esmeralda and Quasimodo
FPH514040	540	US President	Andrew Jackson
FPH514041	541	Reality Show	Wife Swap
FPH514042	542	Candy	Swedish Fish
FPH514043	543	Furniture	Table and Chairs
FPH514044	544	Appetizer	Fried Pickles
FPH514045	545	Landmark	Easter Island Heads
FPH514046	546	Classical Music	Ludwig van Beethoven
FPH514047	547	Technology	Google Sheets
FPH514048	548	Disney Song	Friend Like Me
FPH514049	549	Male Actor	Liam Neeson
FPH514050	550	Fast Food	Taco Bell
FPH514051	551	TV Show	I Love Lucy
FPH514052	552	Famous Slogan	Taste the Rainbow
FPH514053	553	Plant	Bamboo Tree
FPH514054	554	Disney Movie	The Hunchback of Notre Dame
FPH514055	555	Country Artist	Alan Jackson
FPH514056	556	Car	Volkswagen Jetta
FPH514057	557	Dinner	Chicken Stir Fry
FPH514058	558	Bird	Bluebird
FPH514059	559	Animal	Chameleon
FPH514060	560	Furniture	Coffee Table
FPH514061	561	Breakfast	Breakfast Burrito
FPH514062	562	Aquatic Animal	Bull Shark
FPH514063	563	Technology	Nintendo Switch
FPH514064	564	Pop Artist	Shakira
FPH514065	565	Country	Czech Republic
FPH514066	566	US President	Lyndon B Johnson
FPH514067	567	Insect	Centipede
FPH514068	568	Reality Show	Top Gear
FPH514069	569	Comedy	Beverly Hills Cop
FPH514070	570	Bird	Swallowtail
FPH514071	571	Candy	Hershey's Kisses
FPH514072	572	Furniture	Display Cabinet
FPH514073	573	Landmark	St. Basil's Cathedral
FPH514074	574	Pop Artist	Frank Sinatra
FPH514075	575	Disney Song	I Just Can't Wait to be King
FPH514076	576	Fictional Character	Peter Griffin
FPH514077	577	Classical Music	Piano Sonata
FPH514078	578	Animal	Koala Bear
FPH514079	579	Reality Show	Judge Judy
FPH514080	580	Comedy	Little Nicky
FPH514081	581	Dinner	Fish Sticks
FPH514082	582	Female Actor	Sigourney Weaver
FPH514083	583	Aquatic Animal	Electric Eel
FPH514084	584	Technology	Smart Phone
FPH514085	585	Car	Chevrolet Equinox
FPH514086	586	Appetizer	Onion Rings
FPH514087	587	Candy	Butterfinger
FPH514088	588	Dessert	Bananas Foster
FPH514089	589	Video Game	Candy Crush
FPH514090	590	Furniture	Office Chair
FPH514091	591	Pet	Boston Terrier
FPH514092	592	Bird	Vulture
FPH514093	593	Disney Characters	Jafar and Iago
FPH514094	594	Landmark	Leaning Tower of Pisa
FPH514095	595	Disney Movie	Oliver and Company
FPH514096	596	Technology	High Definition Television
FPH514097	597	Plant	Lavender
FPH514098	598	Aquatic Animal	Mako Shark
FPH514099	599	Dinner	Fried Chicken and Mashed Potatoes
FPH514100	600	Romance	The Notebook
FPH514101	601	Holiday	Fourth of July
FPH514102	602	Lunch	Peanut Butter and Jelly Sandwich
FPH514103	603	Pet	Scottish Fold Cat
FPH514104	604	Pop Artist	Nick Jonas
FPH514105	605	Animal	Cheetah
FPH514106	606	US President	John Adams
FPH514107	607	Dessert	Peach Cobbler
FPH514108	608	TV Show	NYPD Blue
FPH514109	609	Disney Movie	The Fox and the Hound
FPH514110	610	Dinner	Meatloaf and Rice
FPH514111	611	Cartoon	Power Rangers
FPH514112	612	Outdoor Activity	Kite Flying
FPH514113	613	Rock Band	The Beach Boys
FPH514114	614	Breakfast	Lucky Charms
FPH514115	615	Drink	Strawberry Milk
FPH514116	616	Clothing	Baseball Cap
FPH514117	617	Occupation	Neuroscientist
FPH514118	618	Landmark	Pyramid of the Sun
FPH514119	619	Animal	Tasmanian Devil
FPH514120	620	Disney Character	Mulan and Mushu
FPH514121	621	Horror Movie	A Quiet Place
FPH514122	622	Plant	Deciduous Tree
FPH514123	623	Reality Show	Married at First Sight
FPH514124	624	Video Game	Super Smash Bros
FPH514125	625	Aquatic Animal	Sea Otter
FPH514126	626	Bird	Red-tailed Hawk
FPH514127	627	Country Artist	Keith Urban
FPH514128	628	Anatomy	Mouth and Throat
FPH514129	629	Disney Song	When You Wish Upon a Star
FPH514130	630	Furniture	Bed Frame
FPH514131	631	Disney Movie	The Nightmare Before Christmas
FPH514132	632	Female Actor	Charlize Theron
FPH514133	633	Comedian	Bill Burr
FPH514134	634	Candy	Jolly Rancher
FPH514135	635	Drink	Iced Tea
FPH514136	636	Pet	Hooded Rat
FPH514137	637	Hip Hop Artist	Cardi B
FPH514138	638	Furniture	China Cabinet
FPH514139	639	Retail Store	Walmart
FPH514140	640	US President	Jimmy Carter
FPH514141	641	Fruit	Cantaloupe
